user_id,item_id,item_name,playtime_forever
PROGAMER963,231430,Company of Heroes 2,1180
barkboy,8930,Sid Meier's Civilization V,1072
TzakShrike,329490,Phantom Breaker: Battle Grounds,21
BrainyManiac,550,Left 4 Dead 2,32739
76561197998469677,277430,Halo: Spartan Assault,39
76561198068347804,39150,FINAL FANTASY VIII,357
76561198061820192,64000,Men of War: Assault Squad,3621
76561198072332727,386360,SMITE,25754
aarenswag,202970,Call of Duty: Black Ops II,10
mrtenacity99,730,Counter-Strike: Global Offensive,7893
Sly_Elf,55230,Saints Row: The Third,4981
crazyclerkm,730,Counter-Strike: Global Offensive,8063
Hydroflame564,209870,Blacklight: Retribution,5649
toinhoto,209870,Blacklight: Retribution,2845
Ranev,730,Counter-Strike: Global Offensive,9911
memegod,240,Counter-Strike: Source,4646
phantom9120,261030,The Walking Dead: Season Two,681
PlushTurtle,42920,The Kings' Crusade,178
76561198044375508,8930,Sid Meier's Civilization V,34955
mikeytyson,8930,Sid Meier's Civilization V,205
Adrian_31,209870,Blacklight: Retribution,112132
76561198025244374,24980,Mass Effect 2,2439
76561198087818012,214190,Minimum,769
76561198115279437,550,Left 4 Dead 2,395
jackktee,730,Counter-Strike: Global Offensive,115012
deynarian,230410,Warframe,33017
taylor_c,386360,SMITE,99
its_arikimurray,730,Counter-Strike: Global Offensive,20759
markforex,230410,Warframe,40215
PandaUntilTheEnd,730,Counter-Strike: Global Offensive,46003
redlei,220,Half-Life 2,1374
76561198094410284,730,Counter-Strike: Global Offensive,9961
76561198170217862,8930,Sid Meier's Civilization V,33275
dhansvid,376870,Minecraft: Story Mode - A Telltale Games Series,610
lyteX,730,Counter-Strike: Global Offensive,52450
DisturbedDope23,730,Counter-Strike: Global Offensive,98101
76561198077878552,9480,Saints Row 2,691
76561198073708111,302830,BLOCKADE 3D,18
syntheticflyingfox,250180,METAL SLUG 3,1257
76561198060027840,47890,The Sims(TM) 3,671
Carlos926,550,Left 4 Dead 2,2352
blTaaaa,730,Counter-Strike: Global Offensive,99858
76561198029771387,292120,FINAL FANTASY XIII,3708
76561198019448208,270370,Lambda Wars Beta,57
76561198038741062,291650,Pillars of Eternity,818
WolfgangKillDemAll,220,Half-Life 2,890
TiddlysWink,730,Counter-Strike: Global Offensive,58041
xychome,15620,"Warhammer® 40,000™: Dawn of War® II",234
guwopguccimane,2450,Bloody Good Time,12
Rattyson,730,Counter-Strike: Global Offensive,60920
76561198027069392,57900,Duke Nukem Forever,2840
76561198058418029,3480,Peggle Deluxe,1069
76561198079345624,730,Counter-Strike: Global Offensive,20708
TheOneSlug,240,Counter-Strike: Source,299
76561198067777635,730,Counter-Strike: Global Offensive,11076
76561198105242944,730,Counter-Strike: Global Offensive,34082
F22Flipside,730,Counter-Strike: Global Offensive,36613
miguel3939,24960,Battlefield: Bad Company 2,520
luiz_andrade,730,Counter-Strike: Global Offensive,7415
IDGam3r,2280,The Ultimate DOOM,18
76561198067265748,205910,Tiny and Big: Grandpa's Leftovers,210
jangMVP,730,Counter-Strike: Global Offensive,32697
swayyyhd,730,Counter-Strike: Global Offensive,52304
76561198063316459,550,Left 4 Dead 2,2124
76561198080848365,253980,Enclave,5
Kaboku,8870,BioShock Infinite,4299
76561198012040171,34030,Napoleon: Total War,926
76561198070698244,730,Counter-Strike: Global Offensive,36502
radvilasv,730,Counter-Strike: Global Offensive,86949
76561197980614542,730,Counter-Strike: Global Offensive,66700
Keskinjr,1250,Killing Floor,14803
76561198080080397,730,Counter-Strike: Global Offensive,20290
wyvaud,230410,Warframe,91150
SurfChicken,730,Counter-Strike: Global Offensive,66149
76561198007799026,10680,Aliens vs. Predator,2355
ANUUCHEEKIBREEKIUVDAMKI,42700,Call of Duty: Black Ops,3287
kukendran,204450,Call of Juarez Gunslinger,710
Wherethejewwimminat,204450,Call of Juarez Gunslinger,568
blacknotwhitejesus,220,Half-Life 2,779
tortoisecreative,333930,Dirty Bomb,1705
76561198008426280,47890,The Sims(TM) 3,554
76561198068164387,12900,Audiosurf,117
empiregames,12120,Grand Theft Auto: San Andreas,1650
76561198079471655,730,Counter-Strike: Global Offensive,19409
76561198036124769,220,Half-Life 2,73
busternut,12120,Grand Theft Auto: San Andreas,39
Bluegills,13210,Unreal Tournament 3: Black Edition,540
1337putin,730,Counter-Strike: Global Offensive,69517
leherplederp,17080,Tribes: Ascend,962
76561198068922744,214950,Total War: ROME II - Emperor Edition,11957
76561198061348980,203140,Hitman: Absolution,379
76561198054361648,50130,Mafia II,1728
spicydoggomemes,12220,Grand Theft Auto: Episodes from Liberty City,12921
3th3,310790,Geometry Wars 3: Dimensions Evolved,628
mikolet,278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,1388
76561198085867671,550,Left 4 Dead 2,363
PlanetTheGreat,377160,Fallout 4,29648
coreyr92,730,Counter-Strike: Global Offensive,52055
76561198094350759,214950,Total War: ROME II - Emperor Edition,6598
76561197974500703,43000,Front Mission Evolved,1211
CommanderPineApple,730,Counter-Strike: Global Offensive,15360
toliman,24980,Mass Effect 2,2796
76561198020411590,23530,Earth Defense Force: Insect Armageddon,930
seantheextraprawnsheepguy,57900,Duke Nukem Forever,1380
76561198046138768,3590,Plants vs. Zombies: Game of the Year,820
GAHK,220,Half-Life 2,1478
MIN31496,1250,Killing Floor,20504
demoman12345678,730,Counter-Strike: Global Offensive,31573
rofltempo,730,Counter-Strike: Global Offensive,41073
76561198058473103,24240,PAYDAY: The Heist,782
AquilliusRanger,22370,Fallout 3 - Game of the Year Edition,17720
darthdan97,10090,Call of Duty: World at War,5869
76561198081727587,730,Counter-Strike: Global Offensive,23649
76561198067265748,271500,Sniper Art of Victory,105
fuzznuzzed,550,Left 4 Dead 2,454
76561198090694948,730,Counter-Strike: Global Offensive,25218
76561198071822951,242700,Injustice: Gods Among Us Ultimate Edition,299
xkarnage,333930,Dirty Bomb,963
76561198082256064,730,Counter-Strike: Global Offensive,16062
gunman0007,47870,Need for Speed: Hot Pursuit,1137
76561198075621149,730,Counter-Strike: Global Offensive,44110
76561198056711561,6060,STAR WARS™ Battlefront™ II,789
mynameslimshady,730,Counter-Strike: Global Offensive,36937
76561198119779640,730,Counter-Strike: Global Offensive,11484
mostmlgpro420blazeitsteamprofile,2310,Quake,344
doyouevensmokeweed,251870,Go! Go! Nippon! ~My First Trip to Japan~,70
geraldtan35,550,Left 4 Dead 2,7258
76561198043068128,17390,Spore,509
brett50cal,8870,BioShock Infinite,769
movienationscom,220,Half-Life 2,12125
aussiefella993,730,Counter-Strike: Global Offensive,21272
SodaLicious,1250,Killing Floor,390
CriticalTiming,550,Left 4 Dead 2,2854
76561198081845576,333930,Dirty Bomb,294
gayanimeguy,295770,Rogue Shooter: The FPS Roguelike,1333
76561198077207405,389570,Mitos.is: The Game,61
cooky1997,3320,Insaniquarium! Deluxe,448
the_commissariat,4580,"Warhammer 40,000: Dawn of War – Dark Crusade",6192
lukethadrummer,209160,Call of Duty: Ghosts,588
crispymemesmantheyremyfavourite,230410,Warframe,1188
76561198086498571,42960,Victoria II,7651
Jamez_Hearn,730,Counter-Strike: Global Offensive,12622
SeLtecK,50130,Mafia II,419
76561198008068264,307780,Mortal Kombat X,3546
76561198095856407,8930,Sid Meier's Civilization V,7849
LiberationestZ,34900,Bad Rats,10
76561198067243010,47890,The Sims(TM) 3,69383
76561198044026724,24740,Burnout Paradise: The Ultimate Box,699
ActuallySevans,730,Counter-Strike: Global Offensive,68269
76561198002996759,730,Counter-Strike: Global Offensive,20468
76561198062628083,307780,Mortal Kombat X,957
Jakkarinlivein,730,Counter-Strike: Global Offensive,33693
GabenRulesSteam,730,Counter-Strike: Global Offensive,63276
prjkt,220,Half-Life 2,1055
Findoogle,550,Left 4 Dead 2,592
76561198026614455,40100,Supreme Commander 2,6081
lPH03N1Xl,730,Counter-Strike: Global Offensive,114414
76561198068153515,227480,God Mode,1305
TrippedSociety,200510,XCOM: Enemy Unknown,12522
2222455,242700,Injustice: Gods Among Us Ultimate Edition,863
CAIDENROX,373180,Kung Fury: Street Rage,1040
bindisposerer,8870,BioShock Infinite,627
Croosoe,730,Counter-Strike: Global Offensive,19264
76561198079882851,67370,The Darkness II,350
Tarvo69,240,Counter-Strike: Source,695
TemptMe,730,Counter-Strike: Global Offensive,49374
76561198067266515,207610,The Walking Dead,740
theforceiswithyou,65930,The Bureau: XCOM Declassified,494
76561198044856249,730,Counter-Strike: Global Offensive,17988
Vyndoril,7730,X-COM: Interceptor,2805
76561198084906493,730,Counter-Strike: Global Offensive,6872
Aduialphen,207610,The Walking Dead,1855
KoaloChildren,220,Half-Life 2,600
FaZe_WalMart,34900,Bad Rats,17
76561198036077253,550,Left 4 Dead 2,3816
ineedacsgolobu,730,Counter-Strike: Global Offensive,87901
76561198088947777,70,Half-Life,896
76561198048417105,730,Counter-Strike: Global Offensive,67443
boat1230,1250,Killing Floor,8627
76561198067315765,400,Portal,405
monkeyboils,240,Counter-Strike: Source,5236
ElMessias,730,Counter-Strike: Global Offensive,3145
sirasscakes,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,472
76561197965205416,730,Counter-Strike: Global Offensive,71806
Kermit_Suicide,730,Counter-Strike: Global Offensive,51728
76561198078147424,24240,PAYDAY: The Heist,282
NanoPi,280,Half-Life: Source,2476
76561198063138377,202970,Call of Duty: Black Ops II,620
76561198084634633,400,Portal,606
powerjester7,6060,STAR WARS™ Battlefront™ II,470
76561198150605293,730,Counter-Strike: Global Offensive,499
PshychedSubstance,730,Counter-Strike: Global Offensive,3037
Gamesnature,330830,Tales from the Borderlands,789
boldboulder,730,Counter-Strike: Global Offensive,62060
76561198061508137,209870,Blacklight: Retribution,669
gonzomeister,386360,SMITE,1821
yay853482185,335330,Brick-Force,36
blastc123,209650,Call of Duty: Advanced Warfare,276
RaikoSurik,230410,Warframe,55923
SubieTec,256330,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,1583
76561198013259049,730,Counter-Strike: Global Offensive,33425
76561198081814772,230410,Warframe,890
76561198065344627,250320,The Wolf Among Us,1062
Sum1_Else,730,Counter-Strike: Global Offensive,42481
76561198040866260,232090,Killing Floor 2,386
you_re_ded,1250,Killing Floor,15996
Lolicon_Banzai,231430,Company of Heroes 2,2737
keaty100,6060,STAR WARS™ Battlefront™ II,3465
S0ulHD,730,Counter-Strike: Global Offensive,33910
76561198081816341,550,Left 4 Dead 2,22478
Narwh4l,250900,The Binding of Isaac: Rebirth,5422
76561198069479694,730,Counter-Strike: Global Offensive,15212
IchMasKung,302830,BLOCKADE 3D,5791
freshafcakes,315600,Ford Racing 3,72
lilslavyboy,32400,STAR WARS™: Dark Forces,79
76561198042441420,4700,Medieval II: Total War,3058
PuppyxKitten,1250,Killing Floor,2645
truewarrior94,8870,BioShock Infinite,710
76561198014552338,730,Counter-Strike: Global Offensive,36092
76561198045516933,221380,Age of Empires II: HD Edition,3702
Letachal,220,Half-Life 2,1771
chenzie,8870,BioShock Infinite,2425
aeternum_solus,65980,Sid Meier's Civilization: Beyond Earth,23
potatokid2009,10180,Call of Duty: Modern Warfare 2,2321
SpecialSomeone,730,Counter-Strike: Global Offensive,39672
76561198072343532,730,Counter-Strike: Global Offensive,48693
killallthechickens,250900,The Binding of Isaac: Rebirth,4853
Chunkmonky7,400,Portal,532
Why_Not_Zoidberg,209650,Call of Duty: Advanced Warfare,49
sadLyf,730,Counter-Strike: Global Offensive,47260
Blaziiken,230410,Warframe,8751
scummyladsRus,730,Counter-Strike: Global Offensive,28616
matthewalejandro,730,Counter-Strike: Global Offensive,134644
WaliDreW,730,Counter-Strike: Global Offensive,44416
76561198070612900,730,Counter-Strike: Global Offensive,12056
isse7enfold5,24240,PAYDAY: The Heist,124
76561198022404680,24740,Burnout Paradise: The Ultimate Box,1274
nealsavage,15320,IL-2 Sturmovik: 1946,40
zombiehackerbrah,287390,Metro: Last Light Redux,474
killer81KappaKappa,730,Counter-Strike: Global Offensive,163753
Koreanpony,332800,Five Nights at Freddy's 2,54
teejamon,55230,Saints Row: The Third,3094
haballman,730,Counter-Strike: Global Offensive,55897
76561198166061333,730,Counter-Strike: Global Offensive,84706
sdq101,221380,Age of Empires II: HD Edition,3585
FrostyBlizzard,8930,Sid Meier's Civilization V,11220
anenragedpeanut,310370,The Way of Life Free Edition,18
76561198053619760,316790,Grim Fandango Remastered,1149
76561198058323070,730,Counter-Strike: Global Offensive,1866
REBAS_AS_F-T,9200,RAGE,5005
MrRandomGuy,243780,PixelJunk™ Monsters Ultimate,31
76561198193227423,10680,Aliens vs. Predator,1176
76561197972911511,377160,Fallout 4,44807
76561198089007932,73220,Supreme Ruler Cold War,12577
76561198057125811,730,Counter-Strike: Global Offensive,149637
rryder,8930,Sid Meier's Civilization V,8631
CdogAu,730,Counter-Strike: Global Offensive,32119
dzakuan,730,Counter-Strike: Global Offensive,162292
76561198001836842,730,Counter-Strike: Global Offensive,33679
haydnishouston,730,Counter-Strike: Global Offensive,70875
76561198042823843,730,Counter-Strike: Global Offensive,21535
Kyercon,1250,Killing Floor,1785
RegularSmokeyJoe,214950,Total War: ROME II - Emperor Edition,19018
76561198103210517,730,Counter-Strike: Global Offensive,10594
Adam201028,51100,Tactical Intervention,309
76561198050271217,201810,Wolfenstein: The New Order,1297
76561198069472808,240,Counter-Strike: Source,35761
ThomWin,730,Counter-Strike: Global Offensive,33565
ThatComedian,209160,Call of Duty: Ghosts,198
herp-a-derp,282440,Quake Live,719
mintgreeniceteawithmilk,730,Counter-Strike: Global Offensive,86441
76561198073116713,230050,DLC Quest,75
76561198045852299,38410,Fallout 2,5275
76561198036921706,550,Left 4 Dead 2,8959
EizanAratoFujimaki,70,Half-Life,1395
LUK3Gaming,730,Counter-Strike: Global Offensive,26715
76561198042772771,256290,Child of Light,1230
76561198094665607,307780,Mortal Kombat X,1470
76561198051767433,6060,STAR WARS™ Battlefront™ II,2075
76561198069214448,65980,Sid Meier's Civilization: Beyond Earth,862
filthyrehab,291650,Pillars of Eternity,1917
RexTrigger,20920,The Witcher 2: Assassins of Kings Enhanced Edition,2870
PritchardGSD,235800,Audiosurf 2,1134
REBAS_AS_F-T,203140,Hitman: Absolution,8727
ejthesnakehunter,730,Counter-Strike: Global Offensive,84138
2768820078,222440,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,10101
matocake,730,Counter-Strike: Global Offensive,55028
Darknight234,730,Counter-Strike: Global Offensive,118606
Sp3ctre,209650,Call of Duty: Advanced Warfare,1718
AceCSGO,240,Counter-Strike: Source,5884
Foxxy346,209160,Call of Duty: Ghosts,1555
L_DiCaprio,730,Counter-Strike: Global Offensive,115447
EyesScream,730,Counter-Strike: Global Offensive,82229
TrackFight,250900,The Binding of Isaac: Rebirth,5284
chamith,730,Counter-Strike: Global Offensive,13946
kyleultra128,71340,Sonic Generations,1501
AnToHero,730,Counter-Strike: Global Offensive,16860
REScdihno,220,Half-Life 2,3914
thugnificent,321030,One Day For Ched,8
caino2246,204080,The Showdown Effect,92
ConstantineTrading,209870,Blacklight: Retribution,569
76561198062093693,730,Counter-Strike: Global Offensive,1689
TheofficalSneakyJew,362280,Mortal Kombat: Legacy II,1
TheSlyDragon,377160,Fallout 4,2864
ultimax10,8930,Sid Meier's Civilization V,57800
Faawks,6910,Deus Ex: Game of the Year Edition,639
76561198043529964,730,Counter-Strike: Global Offensive,33953
WL124,8930,Sid Meier's Civilization V,5709
OnyxHavok,250320,The Wolf Among Us,490
Deus_VuIt,300,Day of Defeat: Source,1151
SickCuntt,730,Counter-Strike: Global Offensive,43974
itscriddle,230410,Warframe,712
G0ldguts,730,Counter-Strike: Global Offensive,22875
poobaman,24240,PAYDAY: The Heist,670
TheREDPHOENIX,550,Left 4 Dead 2,2169
76561198029069901,251060,Wargame: Red Dragon,6507
76561198079637963,22300,Fallout 3,3941
merrycookieradiator,550,Left 4 Dead 2,4871
Slicorice,730,Counter-Strike: Global Offensive,6819
76561198061820192,8930,Sid Meier's Civilization V,10683
76561198068601535,17390,Spore,1993
098766catdogbnmnnn,1250,Killing Floor,8259
improm8,12220,Grand Theft Auto: Episodes from Liberty City,1204
60324133769,10680,Aliens vs. Predator,482
TheyCallMeDaRrk,730,Counter-Strike: Global Offensive,36511
76561198070315347,3910,Sid Meier's Civilization III: Complete,1092
76561198044412023,377160,Fallout 4,5461
76561198029634836,8930,Sid Meier's Civilization V,3433
shannandoughtycsgo,730,Counter-Strike: Global Offensive,146410
76561198047485108,71340,Sonic Generations,11988
zile98,730,Counter-Strike: Global Offensive,8900
76561198040881217,550,Left 4 Dead 2,10858
imacatseeulr,230050,DLC Quest,32
JunglisJust-M-tlifewithmegg,10,Counter-Strike,110024
JackPipsam,22330,The Elder Scrolls IV: Oblivion ,649
jeffycakes,730,Counter-Strike: Global Offensive,58799
Fishda,550,Left 4 Dead 2,1239
amr_,8870,BioShock Infinite,534
Jackoo0,9200,RAGE,509
Ranev,6060,STAR WARS™ Battlefront™ II,3320
76561198094368675,730,Counter-Strike: Global Offensive,13788
Shank69,209870,Blacklight: Retribution,11982
76561198070997482,730,Counter-Strike: Global Offensive,20234
76561198018919551,333930,Dirty Bomb,1336
Drocadile,250900,The Binding of Isaac: Rebirth,15210
AnEvilReindeer,206210,Gotham City Impostors: Free To Play,202
76561198071890487,550,Left 4 Dead 2,1004
76561198091515601,1250,Killing Floor,646
76561198085319787,730,Counter-Strike: Global Offensive,4727
nopale,550,Left 4 Dead 2,531
SupahYoshiX,239660,Soldier Front 2,737
SwiftEscudo,214950,Total War: ROME II - Emperor Edition,1009
Takmid,282660,EAC eSports,3383
vlitx,730,Counter-Strike: Global Offensive,208
Chellyyyyyy,730,Counter-Strike: Global Offensive,11846
76561198079579272,8870,BioShock Infinite,1029
reservegoalie,7940,Call of Duty 4: Modern Warfare,393
somebritishtwat,550,Left 4 Dead 2,1333
76561198055359584,4760,Rome: Total War,9918
William321,24240,PAYDAY: The Heist,9471
templar_1337,12900,Audiosurf,238
chidvd,239720,PAC-MAN™ and the Ghostly Adventures,71
SuchMisfortuneMan,261030,The Walking Dead: Season Two,1346
MladshiyLlama,63380,Sniper Elite V2,5049
PajamaSam29,261030,The Walking Dead: Season Two,532
76561198103524411,200510,XCOM: Enemy Unknown,8767
eomd,730,Counter-Strike: Global Offensive,142997
UltraSpartan,730,Counter-Strike: Global Offensive,57914
venoix,8870,BioShock Infinite,1026
76561198000614468,333930,Dirty Bomb,723
76561198089354029,730,Counter-Strike: Global Offensive,33848
FlandersRJ,8930,Sid Meier's Civilization V,3735
_codered66_,240,Counter-Strike: Source,11521
76561197980184475,730,Counter-Strike: Global Offensive,157116
I-360-No-Scoped-JFK,730,Counter-Strike: Global Offensive,18283
acezu,730,Counter-Strike: Global Offensive,17578
lemage95,323470,DRAGON BALL XENOVERSE,7323
76561198108132163,230410,Warframe,448
MCportal1YT,550,Left 4 Dead 2,1775
76561198045787416,730,Counter-Strike: Global Offensive,33867
thadvious,330830,Tales from the Borderlands,594
76561198064646436,220,Half-Life 2,1031
tommyaka,250900,The Binding of Isaac: Rebirth,5713
Lochstar12,400,Portal,1613
iluvmiku,550,Left 4 Dead 2,2721
hisuiiii,8870,BioShock Infinite,625
Cobain76,24980,Mass Effect 2,3742
76561198035313379,225160,Shadow Warrior Classic Redux,141
chipotleez,400,Portal,223
548547248072804,261030,The Walking Dead: Season Two,1220
76561198074621665,550,Left 4 Dead 2,23346
lan-k1,224760,FEZ,58
iamnewbplayer,730,Counter-Strike: Global Offensive,51974
Shochi_De_La_Mochi,24240,PAYDAY: The Heist,2806
76561198046311245,22370,Fallout 3 - Game of the Year Edition,264
ar7un,730,Counter-Strike: Global Offensive,36310
76561198038258914,15170,Heroes of Might & Magic V,678
Whitetiger20032,550,Left 4 Dead 2,4182
76561198076310095,230410,Warframe,19270
76561198000691867,300,Day of Defeat: Source,17093
TheTrollScript,24240,PAYDAY: The Heist,977
Orphaned,377160,Fallout 4,2736
fab2cent,24840,Medal of Honor: Airborne,109
crackdatdopamine,550,Left 4 Dead 2,386
76561198098852080,730,Counter-Strike: Global Offensive,14148
StudioClod,230410,Warframe,772
gooseisthegreatest,34900,Bad Rats,10
76561198054183421,220,Half-Life 2,544
GornTH,17390,Spore,2087
76561198018739984,230410,Warframe,113667
VolatileChaos,730,Counter-Strike: Global Offensive,25427
argcross,202970,Call of Duty: Black Ops II,859
Aika2013,550,Left 4 Dead 2,1262
mr_monkey09,207610,The Walking Dead,719
76561198093684803,204100,Max Payne 3,1722
76561198067363479,208140,Endless Space,1436
Kaboku,730,Counter-Strike: Global Offensive,3244
Nanananaaa,230410,Warframe,1757
76561197972361546,204100,Max Payne 3,774
markimoo2,730,Counter-Strike: Global Offensive,66140
76561198048709944,8930,Sid Meier's Civilization V,18673
dittopower,1250,Killing Floor,4080
dontplayinpipesanddrains,10500,Empire: Total War,5996
xX69PuSsYsLaYeR96Xx,10500,Empire: Total War,2146
76561198105403251,550,Left 4 Dead 2,7653
brunolopez67,70,Half-Life,22
celebrexISGO,730,Counter-Strike: Global Offensive,44152
queeftrumpet,330830,Tales from the Borderlands,273
76561198029634836,8870,BioShock Infinite,2302
RopeyPotato,730,Counter-Strike: Global Offensive,66612
Slavishbear,200510,XCOM: Enemy Unknown,3255
Asensfinakullar,240,Counter-Strike: Source,45861
OFFICIALDRTECHNO,220780,Thomas Was Alone,166
76561198057086148,214950,Total War: ROME II - Emperor Edition,10354
Bongholio,34900,Bad Rats,95
76561198080865066,730,Counter-Strike: Global Offensive,75931
jumpoffroof,330840,Game of Thrones - A Telltale Games Series,853
vschiffer,730,Counter-Strike: Global Offensive,37139
76561198077557052,730,Counter-Strike: Global Offensive,145598
Kurtz70,377860,Mushihimesama,831
76561198088785160,251870,Go! Go! Nippon! ~My First Trip to Japan~,153
Qzt,730,Counter-Strike: Global Offensive,6258
76561198079505776,730,Counter-Strike: Global Offensive,51678
breadedaustralia,209650,Call of Duty: Advanced Warfare,1411
76561198012716020,261030,The Walking Dead: Season Two,840
imsuchfaggot,240,Counter-Strike: Source,49562
doctorpotatoes,730,Counter-Strike: Global Offensive,22663
gsgamingbr,24240,PAYDAY: The Heist,1220
76561198027828967,377160,Fallout 4,9251
GoodOldJacob,220,Half-Life 2,2333
itsfilfyd,10180,Call of Duty: Modern Warfare 2,184
76561198122904623,10,Counter-Strike,733
yourlittlescarecrow,10090,Call of Duty: World at War,1572
76561198087753522,730,Counter-Strike: Global Offensive,4632
misstie,302830,BLOCKADE 3D,284
76561198022931413,730,Counter-Strike: Global Offensive,31697
76561198112547239,230410,Warframe,40253
buzdbumblebee,730,Counter-Strike: Global Offensive,757
Myth3,333930,Dirty Bomb,6840
76561198056801459,50130,Mafia II,1339
jackthesexybeast,47890,The Sims(TM) 3,20912
allo121,9200,RAGE,166
whackojacko123,209870,Blacklight: Retribution,5438
76561198044865157,730,Counter-Strike: Global Offensive,123602
76561198054026701,209100,Resident Evil™: Operation Raccoon City,1340
76561198089297196,730,Counter-Strike: Global Offensive,3241
Fredderf2,8870,BioShock Infinite,501
76561198084441276,730,Counter-Strike: Global Offensive,867
sirieous,230410,Warframe,710
76561198062556071,8310,Bone: Out from Boneville,145
IceCreamMan2169,550,Left 4 Dead 2,1086
76561198081677455,10090,Call of Duty: World at War,8154
damo4lyf,207610,The Walking Dead,1049
76561198093284207,730,Counter-Strike: Global Offensive,21810
blazeworker,15700,Oddworld: Abe's Oddysee,302
76561198096079340,550,Left 4 Dead 2,69
whatismyid,264380,Narcissu 1st & 2nd,121
76561198082955718,1250,Killing Floor,15779
riotjapan,730,Counter-Strike: Global Offensive,5936
Kalnus,1250,Killing Floor,1139
Stalkmemuch,207610,The Walking Dead,942
SuchGayMuchWow,730,Counter-Strike: Global Offensive,56463
Odyssii,202970,Call of Duty: Black Ops II,493
76561198035180166,8930,Sid Meier's Civilization V,5182
e-a-g-l-e-s_eagles,34900,Bad Rats,11
76561198088844840,230410,Warframe,2877
76561198140621477,8870,BioShock Infinite,2362
repdota,209160,Call of Duty: Ghosts,444
76561198066515292,730,Counter-Strike: Global Offensive,18491
76561198007317042,8930,Sid Meier's Civilization V,9954
jtrkyr,230410,Warframe,5462
supersayianswagger,23310,The Last Remnant,419
76561198132392635,208580,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,437
76561198025983771,240,Counter-Strike: Source,56442
PLZACCEPTTHEURL,730,Counter-Strike: Global Offensive,27679
PiozZ,50130,Mafia II,12744
yokta,217200,Worms Armageddon,20259
zuzuga2003,730,Counter-Strike: Global Offensive,42239
SubieTec,12900,Audiosurf,502
Gotaki,24240,PAYDAY: The Heist,820
sadmexican,8870,BioShock Infinite,912
niggynazaelea,355180,Codename CURE,107
hoarfrostkid,220,Half-Life 2,1056
76561198089481267,8930,Sid Meier's Civilization V,13196
76561198046046184,730,Counter-Strike: Global Offensive,64615
ironhorse612,391460,WARMODE,18
EnvyMan35,230410,Warframe,9057
profilezinga,550,Left 4 Dead 2,3969
76561198059955129,206210,Gotham City Impostors: Free To Play,1120
DrWho,204100,Max Payne 3,1184
29123,333930,Dirty Bomb,10610
76561198038148907,214490,Alien: Isolation,498
76561198045145306,377160,Fallout 4,8188
76561197982422966,730,Counter-Strike: Global Offensive,26595
leroyp,316790,Grim Fandango Remastered,721
QuackSauce195,730,Counter-Strike: Global Offensive,17956
76561198047210840,200510,XCOM: Enemy Unknown,1765
76561198070315347,221380,Age of Empires II: HD Edition,1455
ciel1160,730,Counter-Strike: Global Offensive,22793
purpledragonfun,209100,Resident Evil™: Operation Raccoon City,1951
76561198079579272,203140,Hitman: Absolution,6127
76561198084496260,232090,Killing Floor 2,5983
Giovannizzo,20920,The Witcher 2: Assassins of Kings Enhanced Edition,870
EastMud,394510,HELLDIVERS™,2314
djacko,22370,Fallout 3 - Game of the Year Edition,3550
Elmepo,45760,Ultra Street Fighter IV,11274
rainbowexplosian,227100,Sniper Elite: Nazi Zombie Army,259
76561198066544547,307780,Mortal Kombat X,5194
BuzzyWuzzy,377160,Fallout 4,18578
alyboxie,32340,Loom,391
35475,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,356
murdadar,63380,Sniper Elite V2,3480
BLORGATRON,420,Half-Life 2: Episode Two,309
76561198079550488,40800,Super Meat Boy,369
curtiits,730,Counter-Strike: Global Offensive,174561
kapoweazel,730,Counter-Strike: Global Offensive,3729
HinataLAD,730,Counter-Strike: Global Offensive,86104
HFinishedA,550,Left 4 Dead 2,13434
76561198093584099,550,Left 4 Dead 2,6065
76561198116548792,730,Counter-Strike: Global Offensive,17054
PhoenixAnimus,550,Left 4 Dead 2,3494
matrix12384,70,Half-Life,21
Crashersupreme,730,Counter-Strike: Global Offensive,51312
76561198090446169,230410,Warframe,5307
mrsirha,730,Counter-Strike: Global Offensive,35700
macaroonz,207610,The Walking Dead,891
blizzard_reflex,227100,Sniper Elite: Nazi Zombie Army,976
SvnK7,63380,Sniper Elite V2,234
felipespy,730,Counter-Strike: Global Offensive,48672
76561198080302623,209870,Blacklight: Retribution,936
76561198064534559,230410,Warframe,3981
76561198089541599,730,Counter-Strike: Global Offensive,718
JusicTheGod,730,Counter-Strike: Global Offensive,31834
gjgfuj,8930,Sid Meier's Civilization V,2518
76561198065344627,250320,The Wolf Among Us,1062
datts,730,Counter-Strike: Global Offensive,40780
