release_date,recommend,sentimiento,año_posted
2012,1,2,2015
2012,1,0,2014
2012,1,2,2014
2012,1,1,2014
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,0,2,2015
2012,1,2,2014
2012,1,1,2014
2012,1,2,2013
2012,1,2,2015
2012,1,1,2014
2012,1,2,2015
2012,0,0,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,0,2014
2012,1,1,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,0,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,0,2014
2012,1,1,2015
2012,1,2,2015
2012,1,0,2015
2012,1,1,2013
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,1,2015
2012,1,1,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2015
2012,1,1,2014
2012,1,2,2014
2012,1,0,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,0,1,2015
2012,0,0,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2013
2012,0,0,2014
2012,1,0,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,1,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2014
2012,0,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2015
2012,0,2,2015
2012,1,1,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2013
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,0,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2013
2012,1,2,2014
2012,1,2,2015
2012,1,2,2013
2012,1,2,2015
2012,1,0,2015
2012,1,2,2014
2012,1,0,2014
2012,1,1,2014
2012,1,2,2015
2012,0,0,2015
2012,1,2,2013
2012,1,2,2015
2012,1,1,2014
2012,1,0,2015
2012,1,2,2015
2012,0,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,0,2015
2012,1,0,2014
2012,1,2,2015
2012,0,2,2015
2012,1,0,2015
2012,1,2,2014
2012,1,1,2013
2012,1,2,2015
2012,1,2,2014
2012,1,0,2015
2012,0,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,1,2015
2012,1,1,2015
2012,1,1,2014
2012,1,2,2015
2012,1,1,2015
2012,1,1,2014
2012,1,2,2015
2012,1,2,2014
2012,1,0,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,0,2013
2012,1,2,2014
2012,0,0,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,1,2013
2012,1,1,2013
2012,1,1,2013
2012,1,1,2013
2012,1,0,2015
2012,1,0,2015
2012,1,0,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,0,2014
2012,1,0,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,1,2015
2012,1,0,2015
2012,1,1,2015
2012,1,1,2015
2012,1,1,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,0,2015
2012,1,0,2014
2012,0,0,2013
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,0,2015
2012,1,1,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2013
2012,1,1,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,1,2014
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,1,2015
2012,1,1,2015
2012,1,1,2015
2012,1,1,2015
2012,1,2,2013
2012,1,2,2013
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,1,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2014
2012,0,0,2015
2012,1,0,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2013
2012,1,0,2013
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,0,2015
2012,1,2,2014
2012,1,2,2015
2012,1,1,2014
2012,1,1,2014
2012,1,1,2014
2012,1,1,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2013
2012,1,2,2013
2012,1,2,2013
2012,1,2,2013
2012,1,2,2013
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,1,2014
2012,1,2,2014
2012,1,1,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,0,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2013
2012,1,2,2015
2012,1,2,2014
2012,1,1,2014
2012,1,2,2015
2012,1,1,2015
2012,1,1,2015
2012,1,0,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,0,2014
2012,1,0,2014
2012,1,0,2014
2012,1,0,2014
2012,1,0,2015
2012,1,1,2015
2012,1,0,2014
2012,1,2,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2013
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,1,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,1,2014
2012,1,1,2015
2012,1,2,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,0,2015
2012,1,0,2014
2012,1,1,2014
2012,1,1,2015
2012,1,0,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2013
2012,1,2,2015
2012,1,2,2015
2012,0,0,2014
2012,1,2,2015
2012,1,2,2015
2012,1,1,2014
2012,1,0,2015
2012,1,2,2015
2012,1,1,2013
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,0,2014
2012,1,2,2015
2012,1,2,2014
2012,0,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,1,2014
2012,1,1,2015
2012,1,1,2015
2012,1,1,2014
2012,1,2,2015
2012,1,2,2014
2012,1,0,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,0,1,2015
2012,1,0,2014
2012,1,1,2015
2012,1,2,2015
2012,1,1,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2014
2012,1,1,2014
2012,1,1,2015
2012,1,0,2015
2012,1,2,2014
2012,1,0,2014
2012,0,0,2015
2012,1,2,2015
2012,1,2,2014
2012,1,0,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,0,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,1,2015
2012,1,1,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2013
2012,1,0,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2013
2012,1,0,2015
2012,0,0,2015
2012,1,1,2015
2012,1,2,2014
2012,1,1,2013
2012,0,0,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2015
2012,1,0,2014
2012,1,2,2014
2012,1,1,2014
2012,1,2,2014
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,0,2014
2012,1,0,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,1,2014
2012,1,0,2014
2012,1,0,2014
2012,1,2,2015
2012,1,0,2015
2012,1,0,2015
2012,1,0,2015
2012,1,0,2015
2012,1,2,2014
2012,1,2,2015
2012,1,1,2013
2012,1,2,2015
2012,1,2,2015
2012,1,0,2014
2012,0,0,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,0,2014
2012,1,0,2014
2012,1,1,2014
2012,1,1,2014
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2014
2012,1,1,2014
2012,1,2,2015
2012,1,2,2014
2012,1,0,2015
2012,1,2,2015
2012,1,1,2015
2012,1,0,2015
2012,0,0,2015
2012,1,1,2015
2012,1,1,2015
2012,1,1,2015
2012,1,1,2015
2012,1,1,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2013
2012,1,0,2015
2012,1,1,2015
2012,1,1,2015
2012,1,1,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,0,2014
2012,1,2,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,1,2014
2012,1,0,2013
2012,1,0,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,0,2015
2012,1,0,2014
2012,1,0,2014
2012,1,0,2014
2012,1,0,2014
2012,1,2,2014
2012,1,1,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,0,2,2014
2012,1,2,2014
2012,1,1,2015
2012,1,2,2014
2012,1,1,2014
2012,0,1,2013
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,0,2013
2012,1,1,2014
2012,1,1,2015
2012,1,2,2014
2012,1,1,2014
2012,1,2,2014
2012,1,1,2015
2012,1,1,2014
2012,1,2,2015
2012,1,0,2014
2012,1,2,2014
2012,1,2,2015
2012,1,1,2014
2012,0,0,2014
2012,1,2,2015
2012,1,1,2015
2012,1,0,2015
2012,1,2,2014
2012,1,0,2014
2012,1,2,2015
2012,1,2,2015
2012,1,0,2015
2012,1,2,2013
2012,1,2,2014
2012,1,1,2015
2012,1,2,2015
2012,1,0,2014
2012,1,2,2013
2012,0,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,1,2014
2012,1,2,2014
2012,1,0,2015
2012,1,2,2014
2012,1,0,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2014
2012,1,2,2013
2012,1,1,2015
2012,1,1,2014
2012,1,2,2015
2012,1,1,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,1,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,0,0,2015
2012,1,2,2015
2012,1,1,2015
2012,1,0,2015
2012,1,1,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2014
2012,1,1,2015
2012,1,1,2013
2012,1,0,2015
2012,1,1,2015
2012,1,1,2014
2012,1,2,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2014
2012,1,1,2014
2012,1,0,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,1,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,0,1,2015
2012,1,1,2015
2012,1,2,2015
2012,1,1,2012
2012,1,0,2015
2012,1,0,2014
2012,1,1,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,0,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2014
2012,1,2,2015
2012,1,0,2013
2012,1,2,2014
2012,1,2,2015
2012,1,1,2014
2012,1,1,2015
2012,1,2,2012
2012,1,0,2015
2012,1,1,2015
2012,1,2,2015
2012,1,0,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,1,2013
2012,1,2,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2014
2012,1,2,2013
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2015
2012,1,2,2013
2012,1,2,2015
2012,1,2,2015
2012,1,0,2015
2012,1,0,2014
2012,1,2,2015
2012,0,1,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,0,1,2015
2012,1,2,2015
2012,1,0,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,0,2014
2012,1,2,2015
2012,1,2,2014
2012,0,0,2014
2012,1,0,2013
2012,1,2,2013
2012,1,1,2014
2012,0,0,2014
2012,1,2,2015
2012,1,2,2013
2012,1,2,2015
2012,1,2,2015
2012,1,1,2014
2012,1,0,2015
2012,1,2,2015
2012,1,1,2015
2012,0,0,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2014
2012,0,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2014
2012,1,2,2014
2012,1,0,2014
2012,1,1,2013
2012,1,1,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,0,2015
2012,1,2,2014
2012,1,2,2014
2012,1,0,2015
2012,1,2,2013
2012,1,1,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2012
2012,1,1,2015
2012,1,2,2015
2012,1,0,2015
2012,1,1,2015
2012,0,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,0,2015
2012,1,2,2015
2012,1,1,2013
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,0,2,2015
2012,1,2,2015
2012,0,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,1,2015
2012,0,0,2014
2012,1,2,2014
2012,1,2,2013
2012,1,1,2015
2012,1,2,2015
2012,1,1,2013
2012,1,2,2013
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,1,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2013
2012,1,2,2015
2012,1,2,2014
2012,1,1,2012
2012,1,2,2015
2012,1,0,2013
2012,1,2,2015
2012,1,2,2015
2012,1,0,2015
2012,0,1,2014
2012,0,2,2014
2012,1,0,2014
2012,1,1,2015
2012,1,0,2014
2012,0,1,2015
2012,1,1,2015
2012,0,2,2015
2012,1,2,2015
2012,1,2,2014
2012,0,0,2015
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,0,2015
2012,1,1,2012
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,0,1,2015
2012,1,2,2015
2012,1,1,2015
2012,1,1,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2015
2012,1,1,2014
2012,1,1,2015
2012,1,1,2015
2012,1,0,2013
2012,1,2,2015
2012,1,2,2015
2012,0,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2012
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,0,2014
2012,1,2,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2013
2012,1,2,2015
2012,1,0,2015
2012,1,1,2014
2012,1,0,2015
2012,1,2,2014
2012,1,2,2014
2012,1,0,2015
2012,1,2,2014
2012,1,0,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2014
2012,1,2,2015
2012,1,1,2013
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,0,2015
2012,1,0,2015
2012,1,1,2015
2012,1,1,2015
2012,0,2,2015
2012,1,0,2014
2012,1,1,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2013
2012,1,2,2014
2012,1,2,2015
2012,1,1,2014
2012,1,2,2014
2012,1,1,2013
2012,1,2,2015
2012,1,2,2014
2012,1,1,2014
2012,1,1,2015
2012,1,2,2015
2012,1,0,2015
2012,1,1,2015
2012,1,2,2015
2012,1,0,2015
2012,0,0,2015
2012,0,0,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2012
2012,1,2,2012
2012,1,2,2012
2012,1,2,2012
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,1,2014
2012,1,2,2013
2012,1,2,2015
2012,1,1,2014
2012,1,2,2014
2012,1,1,2015
2012,1,1,2015
2012,1,2,2014
2012,0,2,2015
2012,0,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,0,0,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,1,2014
2012,1,1,2014
2012,1,1,2014
2012,1,1,2014
2012,0,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,1,2015
2012,1,0,2015
2012,1,1,2015
2012,1,2,2015
2012,0,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,1,2014
2012,1,1,2014
2012,1,1,2014
2012,1,1,2014
2012,1,0,2014
2012,1,1,2014
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2013
2012,1,2,2014
2012,1,1,2015
2012,0,0,2015
2012,1,2,2014
2012,1,1,2014
2012,1,2,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,0,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,1,2015
2012,1,1,2014
2012,1,2,2015
2012,1,0,2014
2012,0,1,2015
2012,1,1,2014
2012,1,2,2015
2012,1,2,2014
2012,0,2,2014
2012,1,2,2014
2012,0,1,2015
2012,1,2,2015
2012,0,0,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2013
2012,0,2,2015
2012,1,1,2015
2012,1,0,2014
2012,1,1,2014
2012,1,1,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,0,2,2015
2012,1,1,2013
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,1,2013
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,1,2014
2012,1,2,2013
2012,1,1,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2013
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,0,2015
2012,1,0,2015
2012,1,0,2015
2012,1,0,2015
2012,1,1,2014
2012,1,0,2015
2012,1,2,2015
2012,1,1,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,0,0,2014
2012,1,0,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2015
2012,1,2,2014
2012,1,0,2014
2012,0,2,2015
2012,1,1,2015
2012,1,1,2015
2012,1,2,2015
2012,1,0,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,1,2014
2012,1,2,2014
2012,1,1,2014
2012,1,1,2014
2012,1,0,2014
2012,1,0,2015
2012,1,0,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,0,2015
2012,1,2,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2014
2012,0,0,2015
2012,1,2,2014
2012,1,0,2014
2012,1,1,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,1,2014
2012,1,1,2015
2012,0,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,1,2014
2012,1,1,2013
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2013
2012,1,2,2014
2012,1,2,2014
2012,0,2,2015
2012,1,2,2015
2012,1,1,2014
2012,1,1,2014
2012,1,1,2014
2012,1,1,2014
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,0,2015
2012,0,0,2014
2012,1,2,2014
2012,1,2,2014
2012,1,1,2015
2012,1,0,2014
2012,1,0,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,0,2013
2012,1,2,2015
2012,0,1,2015
2012,1,2,2014
2012,1,2,2014
2012,1,1,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,0,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,0,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,0,2,2015
2012,1,0,2014
2012,1,0,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,0,2015
2012,1,2,2014
2012,1,2,2015
2012,0,1,2015
2012,1,1,2014
2012,1,1,2014
2012,1,2,2015
2012,1,1,2013
2012,1,1,2013
2012,1,0,2015
2012,1,2,2014
2012,1,1,2015
2012,0,0,2014
2012,1,0,2015
2012,0,0,2015
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,0,2015
2012,1,1,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2013
2012,1,2,2015
2012,1,2,2013
2012,1,0,2015
2012,1,1,2015
2012,1,1,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,0,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2014
2012,1,0,2015
2012,1,2,2014
2012,1,0,2014
2012,0,0,2014
2012,1,0,2014
2012,0,1,2015
2012,1,2,2015
2012,1,1,2014
2012,1,0,2014
2012,1,2,2015
2012,1,1,2014
2012,1,2,2015
2012,1,1,2015
2012,1,2,2013
2012,1,1,2015
2012,1,2,2014
2012,0,0,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,0,0,2015
2012,1,1,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2013
2012,1,2,2013
2012,1,2,2015
2012,1,2,2014
2012,1,2,2013
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,1,2015
2012,1,1,2015
2012,1,0,2015
2012,0,0,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2014
2012,0,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,1,2014
2012,1,1,2014
2012,1,2,2015
2012,1,2,2013
2012,1,2,2013
2012,1,2,2015
2012,1,1,2014
2012,1,2,2014
2012,1,1,2013
2012,1,0,2013
2012,1,2,2015
2012,1,2,2014
2012,1,0,2015
2012,1,2,2014
2012,1,2,2014
2012,0,0,2014
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,0,2,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2015
2012,1,2,2013
2012,1,2,2014
2012,1,1,2015
2012,1,1,2015
2012,1,2,2015
2012,1,0,2015
2012,1,1,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2015
2012,1,1,2013
2012,1,2,2014
2012,1,1,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,2,2015
2012,1,1,2014
2012,1,2,2013
2012,1,2,2013
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,2,2014
2012,1,1,2015
2012,1,1,2014
2012,1,2,2015
2012,1,2,2015
2012,1,1,2014
2012,1,1,2014
2012,1,0,2015
2012,0,2,2015
2012,1,2,2014
2012,0,0,2014
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2013
2012,1,2,2014
2012,1,2,2014
2012,0,0,2015
2012,1,1,2015
2012,1,2,2015
2012,1,0,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2014
2012,0,0,2015
2012,1,2,2013
2012,1,2,2015
2012,1,2,2014
2012,1,1,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2014
2012,1,1,2015
2012,1,0,2015
2012,1,1,2013
2012,1,0,2014
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,0,2015
2012,1,2,2015
2012,1,2,2013
2012,1,2,2015
2012,1,2,2015
2012,1,2,2015
2012,1,2,2014
2012,1,2,2015
2012,1,1,2015
2012,1,2,2015
2012,1,2,2015
2012,1,1,2015
2012,1,2,2014
2012,1,1,2014
2012,1,1,2015
2012,1,1,2015
2012,1,1,2013
2012,1,2,2014
2012,1,0,2014
2012,1,2,2014
2012,1,1,2015
2012,1,2,2015
